介紹,faq_1,1_1,「群眾募資」是什麼？,群眾募資主要透過網際網路展示宣傳計畫內容、原生設計與創意作品，並與大眾解釋通過募集資金讓此作品量產或實現的計畫。在一定的時限內，達到事先設定募資的金額目標後即為募資成功，開始使用募得的金錢進行計畫。
介紹,faq_1,1_2,「群眾募資」跟網路購物有何不同？,群眾募資有點像是預購，但不完全相等。當支持者贊助募資計畫之後，還需等待計畫達標、計畫付諸實行，最後當成品產出後才會送達到支持者手中。在過程中會需要更長等待的時間，所以比起一般的買賣雙方，群眾募資更像是支持者與提案者一起合作完成計畫，當然中間也會經歷品牌開創初期的問題，更需要提案者與支持者在信任與溝通中渡過，才能享受成功的美好。
介紹,faq_1,1_3,「甚好」跟其他的群眾募資平台有什麼不同？,"(1)平台使用者角色：甚好將平台使用者的角色區分為提案者與支持者，因為我們更看重「提案者」實踐計畫、實現夢想的過程故事，了解並珍惜「支持者」每一個信任的託付，一起合作創建提案者品牌。
(2)提案把關機制：甚好，就是好上加好的意思，我們希望募集各式各樣「好」的產品，擁有正面價值、友善環境的產品或服務，並且需要符合聯合國永續發展目標（SDGs），希望透過甚好，創造提案者、支持者、甚好平台，甚至是對環境、對社會共好的多贏局面。
(3)延續品牌影響力：甚好也鼓勵每一個提案者持續經營品牌，延續品牌影響力，將「甚好」作為與支持者互動的介面，發起更多計畫。也因此，比起專注在募資計畫（群眾募資案）上，甚好更看重提案者團隊的經營，希望陪伴提案者一起成長。"
介紹,faq_1,1_4,「甚好」平台會提供什麼額外服務嗎？,"甚好正在規劃整合性募資輔導服務，希望幫助提案者更容易上手，也可以專注在產品開發的執行事項上，降低廣告行銷、媒體設計上的壓力。甚好希望規劃的服務包含：
(1)文案及品牌故事撰寫
(2)影片製作及相關圖片拍攝
(3)回饋方案規劃及價格訂定
(4)一對一的群眾募資輔導顧問
(5)平台內廣告曝光
(6)品牌輔導及公司營運規劃
如需其他服務也歡迎透過專案經理或是甚好客服信箱（goodder.help@gmail.com）聯繫。"
把關,faq_2,2_1,提案者的身分是經過查證的嗎？甚好會確保募資計畫內容的可信度嗎？,"我們了解信任的可貴，我們在申請成為提案者及提案時都會以審核機制把關，要求提案者提供相關身份佐證的資料，以及聯絡方式，確保提案者身份的真實性：
(1)個人（自然人）：身分證號、身份證明證件正反面照片
(2)團體（法人）：統一編號、法人登記證明文件"
把關,faq_2,2_2,募資計畫會不會有詐騙的風險？假如發生爭議，「甚好」有什麼處理機制？,我們不能保證每一個專案都能完美達成承諾，但會盡一切可能保障支持者的權益。在計畫之前，我們會查證提案者的身份，並按提案者提供的資料公開身份。如果發生違法、詐騙，或是其他不當行為時，甚好會依照合約規範進行處理，不排除暫停或終止募資計畫，直到提案者處理後再恢復。
支持,faq_3,3_1,成為支持者需要先付費嗎？註冊成為支持者有什麼好處？,不需要，成為支持者是不需要先付費的。雖然一般訪客和支持者都可以贊助募資計畫，但註冊成為支持者後，可以留言提問、追蹤募資計畫，查詢過往贊助紀錄，也能不定時收到群眾集資專案的最新消息。
支持,faq_3,3_2,支持者如何知道募資計畫的進度？,我們建議提案者定期在計畫內頁面更新進度，讓每一個贊助或追蹤的支持者可以了解到計畫的近況。如果是計畫的支持者，在計畫的關鍵時間點，系統也會寄送Email通知，讓支持者收到募資計畫的最新進度。
支持,faq_3,3_3,我想更多認識某一個提案者，要如何如何知道提案者的身份？,在每個募資計畫中都可以看到提案者的名稱，點選名稱可進一步查看提案者的相關資訊及團隊負責人姓名。
支持,faq_3,3_4,如何查看我支持的募資計畫的付款狀態？,在登入狀況下，您可以從會員頁面中的「提案者追蹤及贊助紀錄」裡看到您所有曾贊助過的案件、金額以及付款狀態。
支持,faq_3,3_5,收件地址不在台灣，可以協助配送嗎？,配送區域是由提案者決定的，每個募資計畫並不相同。建議您先聯絡該計畫的提案者，確認是否可協助運送到台灣以外的地區再評估是否支持。
支持,faq_3,3_6,怎麼知道我支持過那些募資計畫？,在登入狀況下，您可以從會員頁面中的「提案者追蹤及贊助紀錄」裡看到您所有曾贊助過的案件、金額與回饋。也可以在同一頁面中，觀看您曾經追蹤過的提案者或募資計畫。
支持,faq_3,3_7,我可以自己贊助自己的專案嗎？,可以。但是因為自己贊助計畫可能會降低達標可信度，外加總金額會扣除平台相關費用才提供給提案者，提案者並不會全額收到自己贊助的費用，所以請提案者在贊助自己的計畫前需要再多思考。
回饋,faq_4,4_1,支持募資計畫以後什麼時候才會收到回饋？,提案者會根據計畫執行的進度，在每一個回饋選項說明中註記預計履行的日期。但履行的日期都是估計，會因贊助數量、製造產能、運輸交通影響而調整日期，密切注意募資計畫的更新來更加確定時間。提案者也有義務用有效的管道讓每個支持者了解履行的進度，確保彼此的信任不要被辜負。
回饋,faq_4,4_2,我可以限定配送區域嗎（例如不送國外）？,可以，配送區域將尊重提案者的規劃，請在專案內容說明清楚。也建議提案者可以在計畫撰寫時評估物流公司，良好的包裝、配送服務可以增加支持者贊助的意願，也減少提案者團隊很多麻煩。
回饋,faq_4,4_3,我該怎麼收取回饋的運費？,請將運費成本考量再回饋方案的金額中。平台預設的回饋費用是是已經包含運費及各樣成本，也考量提案者在評估回饋履行中會產生的成本，除了常見的原料及製作成本，也要包含行銷廣告、包裝配送、行政管理成本等。
回饋,faq_4,4_4,我還沒有收到回饋，怎麼辦？,"可以確認募資計畫的進度報告，還有當初註冊所使用的信箱中，是否有提案者發佈的信件。
如果已到了當初回饋預計履行的日期，還沒有收到回饋，也沒有在上述資料中看到專案進度或其他說明的話，可以使用留言、站內信或是其他管道直接聯繫提案者確認。如果仍然沒得到回應，歡迎聯絡「甚好」並留下聯絡方式及支持者贊助的相關訊息，我們將會要求提案者主動聯絡您。"
提案,faq_5,5_1,要如何提案？,提案前，您必須申請成為提案者，提案者必須是必須是具備完全行為能力的自然人、合法登記的法人或團體。在成為提案者之後，就可以在提案者的後台提案，將計畫相關的訊息提交給專案經理審核，開始募資計畫的第一步。
提案,faq_5,5_2,一開始的提案，我需要提供什麼資訊？,"您需要提供計畫名稱及概述、大略的回饋方式和內容，也需要根據提案的內容，填寫本次提案符合的聯合國永續發展目標（SDGs）（最多三項），盡可能地提供資訊讓我們更多了解募資計畫的內容，可以加速審核的流程。這階段所上傳的資料，在正式發起計畫前，都是可以修改的。
最重要的是，您也需要根據提案者的身份（法人或自然人）提供相關的身份證明資料，確保提案者身份的真實性與可信度。"
提案,faq_5,5_3,為什麼在甚好的提案一定要符合聯合國永續發展目標SDGs？,"甚好期待創造一個不一樣的群眾募資平台，不是為了銷售量或是募資金額，而是讓有正面價值的品牌能夠有更多曝光機會。讓對社會有益、對環境有幫助的產品或服務，因著甚好放大所帶來的效益。
我們在思考用什麼標準評量「好」時，發現聯合國永續發展目標（SDGs）包含了我們期盼的「好」，也是一個明確、客觀的指標。當我們在專注自身的計畫時，也可以看得更高、更遠，帶來好的影響力。"
提案,faq_5,5_4,開始進行之後我還可以改變募資計畫的內容嗎？,建議以發布更新的方式更新募資計畫，不要隨意修改募資計畫的內容。同時也僅有部分計畫內容可以進行修改，但募資計畫中的時程日期不能延長、目標額度不能改變、已被選擇的回饋項目不能取消。其餘項目的變更或特殊狀況，可以透過專案經理協助完成。
提案,faq_5,5_5,我想要提案，但是我的內容還沒有準備好，可以先和您們討論嗎？,可以的，您可以就現有的想法和資料，提供給我們知道，但如果提供的計畫內容資訊過少，不易專案經理判斷的話，會請您補足其它資料。所上傳的資料，主要是提供給專案經理了解計畫的內容，這些資訊在正式發起計畫前，都是可以修改的。
提案,faq_5,5_6,為什麼募資計畫要經過審核？,甚好希望更加支持青創團隊及公益團體，但是為了保護每個提案者的創意，以及確保公益性可以持續地被信任，我們會評估計畫的內容。然而甚好對提案者所刊載內容之真實性、合法性、即時性等並無審查之義務，亦不負任何明示或默示之承諾或擔保。
提案,faq_5,5_7,募資計畫提案後多久會收到回覆呢？流程是什麼？,"由於目前提案的團隊較多，我們預計 10 個工作天內盡速回覆提案結果。
群眾募資的本意在於「去中間化」，亦即讓市場自己決定什麼計畫應當成真。甚好將僅就提案的必須內容進行檢視及建議，而非對內容進行審核。"
提案,faq_5,5_8,在「甚好」提案有哪些限制？,您必須確定您的提案內容並未違反法律、公共秩序或善良風俗，且有明確計畫執行方向、贊助者回饋方案等，個人也可以集資上架。另外，每一個提案皆須至少符合一項聯合國永續發展目標（SDGs），代表也可以對社會好、對世界好。
提案,faq_5,5_9,募資計畫有限定類型嗎？,"在甚好，計畫類型分為下述三類，除了禁止募資事項以外，只要有明確可以履行的計畫目標，且不違反現行法律，我們歡迎一切類型的募資計畫：
(1)群眾募資：部分計畫是為了募集第一桶金，類似最初的群眾募資理念，達標後才會進行生產。或是另外一類計畫，已於其他平台成功募資，或是品牌已經成熟，以預購方式發起募資。
(2)公益專案：適合公益訴求的計畫，比起募資後的回饋方案，更看重後續執行計畫帶來的改變，以及產生的價值。
(3)圓夢計畫：個人或一群人需要資金贊助的夢想計畫，例如：出國旅遊、騎腳踏車環島、製作特色餐車，需要依金額提供回饋，但回饋項目不一定是產品（可能是手作藝術品、紀念品）。"
提案,faq_5,5_10,可以發起公益性質的計畫嗎？,"群眾募資與公益勸募的性質較不相同，因《公益勸募條例》的解釋變更，群眾募資理應不受《公益勸募條例》管轄。但如需發起公益專案，提案者仍須於計畫和回饋項目中表達其公益性，並明確表示募得資金的用途，如有自行申請之「年度勸募許可文號」，也可作為佐證資料。
如有純捐款將視為公益募款，需提供贊助者可抵稅之捐款收據。如有銷售貨物、實體活動票卷或勞務，依營業稅法第6條第1項第2款規定：非以營利為目的之事業、機關、團體、組織，有銷售貨物或勞務者為營業人，需提供贊助者業務收據。"
提案,faq_5,5_11,「甚好」有訂閱式（定期定額）的提案嗎？,有的，提案者在提案時可以決定回饋是一次性的回饋，或是訂閱式的回饋，可以根據不同的資金需求，選擇合適的回饋方案。
提案,faq_5,5_12,可以一次提交兩個或更多專案嗎？,可以，但若是同一系列或類似的計畫內容，我們建議一次推出一個，或是將計畫內容整合，以集中資源與贊助能量。
提案,faq_5,5_13,我的募資計畫應該沒有違反條款，但卻都無法上架？,請確認站內信有沒有專案經理寄來的建議信函，希望每個募資計畫可以在最佳的狀態開始，所以會在計畫開始前會多次修改確認方向與內容，期望達到最好的效果。
提案,faq_5,5_14,募資專案的門檻金額應該設多少？有上下限嗎？,"門檻金額最低為5,000元，沒有上限。建議提案者評估完成專案、履行回饋以及中間可能產生的各類成本後，再設定可執行的金額即可。"
提案,faq_5,5_15,募資計畫的時間應該設多長？有上下限嗎？,"募資計畫的時間最短為7天、最長為60天。
請視情況設定合理的時程，建議計畫在 35-45 天左右。計畫時間太長對於達標少有幫助，支持者也會因此看不到您需要資金的急迫性。若是您的回饋項目具有時效性，請將時程設定在合適的範圍內。"
提案,faq_5,5_16,每一個募資計畫都需要提供回饋嗎？,如果計畫類別為「群眾募資」或「夢想計畫」，都需要有回饋方案。如果是「公益專案」的話，可以有無回饋純捐款的選項，但仍建議要提供回饋方案，讓支持者感覺到重視與溫度。
提案,faq_5,5_17,為什麼要寫出回饋的預計完成日期？,因為群眾募資的特殊性，可能會在計畫成功後才啟動後續的生產計畫，收到回饋的日期多數都會在數月之後，所以讓支持者知道什麼時候可以收到回饋就更顯得重要。在等待的時間，也可以主動持續更新計畫進度，讓支持者了解狀況；如果有延遲的可能，也需要告知支持者，增加信任、維持關係。
提案,faq_5,5_18,我要如何才能讓募資計畫登上熱門項目？,系統將會根據所有募資計畫的贊助情況（人數、金額），以及支持者閱覽過的募資計畫，媒合計算選出熱門項目。我們也提供廣告方案，讓募資計畫可以增加曝光的機會，如有需要可以用站內信聯絡管理員，或是直接詢問募資計畫的專案經理。
提案,faq_5,5_19,我覺得我無法完成提交的計畫，可以取消募資中的計畫嗎？,可以，但非常不建議。當計畫已達成目標卻中途取消，對提案者和支持者都是很大的傷害。不僅會破壞提案者的品牌形象，也會損壞支持者對提案者的信任度。另外，已經取消或終止的計畫，仍會保留在甚好的平台上。
款項,faq_6,6_1,假如想支持某一個募資計畫，付款管道有哪些？,"甚好支援以下付款方式：
?單次贊助：Visa／Mastercard／JCB／中國銀聯信用卡／Line Pay／街口支付／ATM 與超商代碼繳款。
?定期定額：Visa／Mastercard／JCB 信用卡／Line Pay"
款項,faq_6,6_2,支持計畫付款時，如果碰上付款失敗該如何處理？,"使用信用卡付款失敗原因：
(1)在填寫信用卡號的頁面直接離開，或是等待超過 600 秒。
(2)尚未開卡、有效期限不正確、卡號資料輸入錯誤或已過期等。
(3)信用卡發卡銀行系統忙碌或是網路資料壅塞，導致系統等待時間過長。
(4)剛繳交完卡費但銀行尚未入帳，或其他原因導致暫時被限制線上刷卡。
(5)信用卡額度已滿。
※ 由於各家發卡銀行針對不同信用卡會有不同限制，若持續無法付款，需與發卡銀行聯繫確認。

使用 ATM 繳費／超商繳款失敗原因：
超過付款之期限，通常預設期限為 3 天。"
款項,faq_6,6_3,支持募資計畫會有收據嗎？,贊助任何一筆募資計畫後，您應該會收到由金流公司以Email寄出的收款證明，但此證明並非電子發票。回饋的發票或收據，在計畫成功達標結束後，將由提案者負責處理。
款項,faq_6,6_4,支持計畫後可以取消嗎？如何退款？,若支持者贊助募資計畫後，基於任何原因想要取消贊助，請聯絡提案者的客服管道，並提供您的贊助訂單編號，由提案者直接在集資計畫後台處理退款事宜。若是已經成功達標結束的計畫，則一樣直接聯絡原計畫的提案者。
款項,faq_6,6_5,若募資計畫失敗了，支持的款項會退回來嗎？需要等多久？,若您贊助的募資計畫未能於計畫期間內成功達到目標金額，甚好將會在計畫結束的30天內，透過您贊助時的原付款方式退還您所支持的金額。
款項,faq_6,6_6,提案者一直不協助退款，且私訊都未回覆，該如何求助？,若提案者持續多日未回應您的退款需求，請聯絡甚好客服信箱（goodder.help@gmail.com），我們將盡速協助處理。
